"playerid","teamabbrev","year","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
121357,"CHC",1999,504,243,".356","0.111","0.224","0.052","0.496","0.239",130,72,29,0,26,"113.0",56,136,"0.304",447,"0.544","87","1978","3.925","4","2","0.333","0","0.381","0.925","0","9","1","6","2","60","972","268","335","28","21","90","32","0"
115935,"CHC",1999,278,147,".320","0.079","0.219","0.072","0.361","0.281",99,43,9,1,20,"61.0",22,76,"0.3",253,"0.581","55","994","3.576","1","5","0.833","0","0.353","0.934","0","7","3","1","0","37","509","155","195","16","8","58","23","0"
110262,"CHC",1999,404,128,".228","0.124","0.27","0.04","0.459","0.172",117,41,12,0,16,"109.0",50,68,"0.195",348,"0.368","51","1573","3.894","1","1","0.5","1","0.295","0.663","0","10","5","3","0","59","693","247","244","22","11","84","26","0"
115007,"CHC",1999,688,285,".308","0.121","0.064","0.023","1.886","0.172",161,107,44,5,16,"44.0",83,183,"0.309",593,"0.481","91","2593","3.769","4","3","0.429","2","0.39","0.871","0","14","10","4","1","141","1028","114","559","33","42","160","59","0"
111090,"CHC",1999,238,84,".277","0.109","0.218","0.038","0.5","0.18",104,41,5,2,9,"52.0",26,48,"0.24",200,"0.42","26","902","3.79","2","2","0.5","8","0.347","0.767","2","0","2","0","0","36","369","73","152","6","6","56","12","0"
121676,"CHC",1999,20,7,".417","0","0.3","0",NULL,"0.111",67,0,2,0,0,"6.0",0,5,"0.278",18,"0.389","1","51","2.55","0","0",NULL,"0","0.278","0.667","2","0","0","0","0","1","30","7","14","0","1","7","1","0"
122007,"CHC",1999,16,1,".200","0.188","0.438","0","0.429","0",42,1,0,0,0,"7.0",3,1,"0.083",12,"0.083","0","61","3.812","0","0",NULL,"0","0.267","0.35","1","0","0","0","0","1","24","10","6","1","1","2","0","0"
114508,"CHC",1999,308,95,".213","0.068","0.166","0.029","0.412","0.136",113,22,9,1,9,"51.0",21,57,"0.204",280,"0.339","46","1062","3.448","1","0","0","2","0.26","0.599","0","5","5","0","0","50","577","135","234","28","7","92","22","0"
121693,"CHC",1999,386,132,".292","0.083","0.184","0.018","0.451","0.129",109,28,18,3,7,"71.0",32,87,"0.249",350,"0.377","36","1363","3.531","1","1","0.5","2","0.313","0.69","0","12","2","6","1","54","723","199","281","25","13","102","16","0"
119347,"CHC",1999,521,150,".268","0.092","0.117","0.008","0.787","0.088",144,60,18,5,4,"61.0",48,110,"0.241",456,"0.329","37","1965","3.772","6","6","0.5","6","0.319","0.648","7","10","4","2","2","89","877","119","406","35","26","146","32","0"
120993,"CHC",1999,306,95,".320","0.147","0.19","0.01","0.776","0.113",103,29,16,2,3,"58.0",45,66,"0.258",256,"0.371","28","1231","4.023","2","1","0.333","3","0.373","0.744","0","7","2","1","1","35","510","112","200","15","13","71","27","0"
136303,"CHC",1999,199,62,".274","0.04","0.126","0.01","0.32","0.094",54,16,9,1,2,"25.0",8,45,"0.249",181,"0.343","18","644","3.236","2","0","0","4","0.291","0.634","3","5","3","0","0","33","352","65","162","22","6","56","15","0"
150032,"CHC",1999,70,25,".260","0.029","0.2","0.014","0.143","0.172",33,6,6,1,1,"14.0",2,14,"0.219",64,"0.391","10","217","3.1","0","1","1","0","0.239","0.63","3","2","1","0","0","11","134","30","54","6","2","21","2","0"
116603,"CHC",1999,377,113,".273","0.098","0.053","0.003","1.85","0.078",95,46,11,6,1,"20.0",37,87,"0.26",335,"0.337","21","1251","3.318","3","13","0.813","0","0.332","0.669","4","6","1","0","0","49","522","41","320","14","13","157","39","0"
118359,"CHC",1999,30,8,".222","0","0.367","0.033",NULL,"0.1",17,1,0,0,1,"11.0",0,5,"0.167",30,"0.267","1","122","4.067","0","0",NULL,"0","0.167","0.434","0","0","0","0","0","8","66","17","19","2","2","2","1","0"
110067,"CHC",1999,2,0,NULL,"0","1","0",NULL,"0",52,0,0,0,0,"2.0",0,0,"0",2,"0","0","10","5","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
110090,"CHC",1999,1,0,".000","0","0","0",NULL,"0",44,0,0,0,0,"0.0",0,0,"0",1,"0","0","3","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
116840,"CHC",1999,0,0,NULL,NULL,NULL,NULL,NULL,NULL,16,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
110129,"CHC",1999,189,63,".343","0.053","0.201","0","0.263","0.085",90,17,11,2,0,"38.0",10,48,"0.271",177,"0.356","15","724","3.831","0","4","1","0","0.309","0.665","1","1","1","0","0","23","346","85","141","17","12","41","20","0"
110402,"CHC",1999,1,0,".000","0","0","0",NULL,"0",66,0,0,0,0,"0.0",0,0,"0",1,"0","0","5","5","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0"
150030,"CHC",1999,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150295,"CHC",1999,15,3,".273","0.067","0.2","0","0.333","0",14,0,0,0,0,"3.0",1,3,"0.214",14,"0.214","3","51","3.4","0","0",NULL,"0","0.267","0.481","0","0","0","0","0","0","21","6","11","1","0","7","0","0"
150034,"CHC",1999,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150035,"CHC",1999,44,3,".120","0.045","0.227","0","0.2","0",27,3,0,0,0,"10.0",2,3,"0.086",35,"0.086","2","143","3.25","0","0",NULL,"1","0.158","0.244","6","0","0","0","0","2","70","22","31","1","3","22","2","0"
115260,"CHC",1999,0,0,NULL,NULL,NULL,NULL,NULL,NULL,57,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
115803,"CHC",1999,4,2,".500","0","0","0",NULL,"0",69,0,0,0,0,"0.0",0,2,"0.5",4,"0.5","1","11","2.75","0","0",NULL,"0","0.5","1","0","0","0","0","0","0","6","0","4","1","0","1","1","0"
116530,"CHC",1999,5,1,".333","0","0.4","0",NULL,"0",5,0,0,0,0,"2.0",0,1,"0.2",5,"0.2","0","13","2.6","0","0",NULL,"0","0.2","0.4","0","0","0","0","0","1","10","4","3","0","0","1","1","0"
150031,"CHC",2000,16,2,".250","0.25","0.25","0","1","0",13,1,0,0,0,"4.0",4,2,"0.167",12,"0.167","0","74","4.625","1","1","0.5","0","0.375","0.542","0","0","0","0","0","2","31","12","8","1","0","3","0","0"
150374,"CHC",2000,10,2,".167","0","0.3","0",NULL,"0.111",14,0,1,0,0,"3.0",0,1,"0.111",9,"0.222","0","31","3.1","0","0",NULL,"1","0.2","0.422","0","0","0","0","0","2","19","9","6","0","0","3","0","0"
275935,"CHC",2000,31,4,".200","0","0.323","0",NULL,"0",21,1,0,0,0,"10.0",0,4,"0.133",30,"0.133","1","84","2.71","0","0",NULL,"0","0.133","0.266","1","1","0","0","0","1","51","18","21","0","4","12","0","0"
122544,"CHC",2000,705,383,".363","0.129","0.238","0.071","0.542","0.315",156,106,38,1,50,"168.0",91,193,"0.32",604,"0.634","138","2954","4.19","4","7","0.636","2","0.406","1.04","0","12","8","19","1","100","1323","420","444","20","16","110","2","0"
111673,"CHC",2000,556,193,".299","0.085","0.212","0.027","0.398","0.139",150,64,18,3,15,"118.0",47,124,"0.251",495,"0.39","48","2209","3.973","6","4","0.4","8","0.324","0.714","4","9","2","3","0","77","983","212","383","34","13","133","3","0"
110262,"CHC",2000,222,91,".250","0.122","0.266","0.063","0.458","0.245",66,25,5,0,14,"59.0",27,44,"0.229",192,"0.474","39","911","4.104","1","1","0.5","2","0.329","0.803","0","9","1","1","1","37","408","134","134","7","4","42","0","0"
124185,"CHC",2000,396,176,".367","0.083","0.199","0.033","0.418","0.182",94,59,26,0,13,"79.0",33,111,"0.311",357,"0.493","61","1531","3.866","3","5","0.625","4","0.374","0.867","0","4","2","0","1","49","706","162","280","9","10","99","1","0"
115007,"CHC",2000,621,219,".276","0.153","0.045","0.018","3.393","0.149",143,75,41,1,11,"28.0",95,143,"0.28",510,"0.429","82","2249","3.622","2","1","0.333","6","0.394","0.823","2","7","8","11","0","147","834","73","492","19","23","158","1","0"
115263,"CHC",2000,542,180,".294","0.122","0.107","0.02","1.138","0.125",125,73,19,2,11,"58.0",66,124,"0.276",449,"0.401","56","2028","3.742","2","8","0.8","7","0.375","0.776","16","10","4","0","2","79","801","117","411","9","16","179","1","0"
115104,"CHC",2000,339,109,".225","0.106","0.204","0.029","0.522","0.164",105,34,15,2,10,"69.0",36,60,"0.201",299,"0.365","37","1277","3.767","0","4","1","2","0.289","0.654","0","5","2","2","1","54","550","150","232","16","13","89","0","0"
114833,"CHC",2000,407,136,".318","0.079","0.15","0.015","0.525","0.096",106,47,15,1,6,"61.0",32,101,"0.278",363,"0.375","40","1410","3.464","0","1","1","3","0.339","0.714","6","12","3","3","0","49","667","128","311","14","14","131","1","0"
124695,"CHC",2000,690,242,".307","0.091","0.057","0.009","1.615","0.102",153,98,40,2,6,"39.0",63,180,"0.297",607,"0.399","47","2485","3.601","7","54","0.885","8","0.367","0.766","7","12","5","1","0","131","965","74","580","33","26","209","15","0"
111533,"CHC",2000,178,50,".240","0.073","0.348","0.028","0.21","0.136",95,11,7,0,5,"62.0",13,28,"0.173",162,"0.309","16","710","3.989","1","3","0.75","1","0.237","0.546","1","3","1","0","1","34","338","105","102","9","2","28","0","0"
136303,"CHC",2000,213,69,".243","0.052","0.202","0.023","0.256","0.136",82,17,6,3,5,"43.0",11,42,"0.212",198,"0.348","24","793","3.723","1","1","0.5","0","0.251","0.599","2","8","2","1","1","38","379","86","159","9","8","61","0","0"
150439,"CHC",2000,175,47,".206","0.086","0.16","0.023","0.536","0.108",80,24,1,2,4,"28.0",15,30,"0.19",158,"0.297","14","650","3.714","0","3","1","1","0.264","0.561","1","2","0","1","0","33","289","49","131","6","5","57","1","0"
120993,"CHC",2000,277,71,".285","0.159","0.245","0.014","0.647","0.096",90,26,10,0,4,"68.0",44,49,"0.214",229,"0.31","25","1141","4.119","1","0","0","1","0.342","0.652","2","5","1","2","2","47","481","128","164","9","3","56","0","0"
150032,"CHC",2000,98,49,".426","0.041","0.224","0.031","0.182","0.187",45,11,8,0,3,"22.0",4,32,"0.352",91,"0.538","14","339","3.459","1","0","0","1","0.378","0.916","0","0","2","0","0","19","187","44","71","5","3","12","0","0"
275936,"CHC",2000,73,37,".370","0.027","0.26","0.041","0.105","0.25",30,13,8,0,3,"19.0",2,20,"0.294",68,"0.544","12","283","3.877","1","0","0","3","0.342","0.886","0","2","0","0","0","7","167","41","49","0","0","22","0","0"
324432,"CHC",2000,89,28,".224","0.112","0.101","0.022","1.111","0.143",28,10,3,1,2,"9.0",10,17,"0.221",77,"0.364","8","324","3.64","1","0","0","0","0.307","0.671","1","1","1","1","0","19","125","14","70","6","3","25","2","0"
279913,"CHC",2000,47,14,".192","0.064","0.298","0.043","0.214","0.167",11,9,1,0,2,"14.0",3,7,"0.167",42,"0.333","2","158","3.362","1","1","0.5","1","0.239","0.572","1","0","0","0","0","6","89","28","29","2","1","12","0","0"
340393,"CHC",2000,35,11,".238","0.086","0.286","0.029","0.3","0.161",18,4,0,1,1,"10.0",3,6,"0.194",31,"0.355","3","122","3.486","0","0",NULL,"0","0.257","0.612","0","1","1","0","0","6","61","19","22","0","2","8","0","0"
123090,"CHC",2000,68,15,".257","0.044","0.294","0.015","0.15","0.089",30,3,2,0,1,"20.0",3,10,"0.179",56,"0.268","4","216","3.176","1","0","0","0","0.22","0.488","9","1","0","0","0","3","101","34","45","3","0","27","0","0"
134268,"CHC",2000,46,13,".310","0.043","0.217","0.022","0.2","0.075",25,6,0,0,1,"10.0",2,10,"0.25",40,"0.325","4","143","3.109","0","0",NULL,"0","0.286","0.611","4","0","0","0","0","5","79","19","34","1","1","17","0","0"
277415,"CHC",2000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
124580,"CHC",2000,2,0,".000","0","0.5","0",NULL,"0",54,0,0,0,0,"1.0",0,0,"0",2,"0","0","5","2.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","4","3","1","0","0","1","0","0"
124291,"CHC",2000,2,2,".500","0","0","0",NULL,"0.5",22,0,1,0,0,"0.0",0,1,"0.5",2,"1","1","4","2","0","0",NULL,"0","0.5","1.5","0","0","0","0","0","0","3","0","2","0","0","1","0","0"
123650,"CHC",2000,11,0,".000","0","0.364","0",NULL,"0",51,0,0,0,0,"4.0",0,0,"0",9,"0","0","37","3.364","0","0",NULL,"0","0","0","2","0","0","0","0","0","16","2","7","0","0","7","0","0"
122609,"CHC",2000,1,0,NULL,"0","1","0",NULL,"0",58,0,0,0,0,"1.0",0,0,"0",1,"0","0","4","4","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
219494,"CHC",2000,3,0,NULL,"0.333","0.667","0","0.5","0",37,0,0,0,0,"2.0",1,0,"0",2,"0","0","18","6","0","0",NULL,"0","0.333","0.333","0","0","0","0","0","0","8","5","0","0","0","0","0","0"
349193,"CHC",2000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150041,"CHC",2000,4,2,".667","0","0","0",NULL,"0",2,1,0,0,0,"0.0",0,2,"0.667",3,"0.667","0","10","2.5","0","0",NULL,"0","0.667","1.334","1","0","0","0","0","1","6","0","4","0","0","1","0","0"
349192,"CHC",2000,4,2,".667","0","0.25","0",NULL,"0",2,0,0,0,0,"1.0",0,2,"0.5",4,"0.5","0","19","4.75","0","0",NULL,"0","0.5","1","0","0","0","0","0","1","5","1","3","0","0","0","0","0"
150039,"CHC",2000,57,11,".214","0.053","0.193","0","0.273","0.038",36,8,2,0,0,"11.0",3,9,"0.173",52,"0.212","5","210","3.684","0","1","1","1","0.228","0.44","0","0","1","0","0","16","101","17","42","3","5","9","0","0"
342192,"CHC",2000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150299,"CHC",2000,9,3,".286","0.111","0","0",NULL,"0.143",4,1,1,0,0,"0.0",1,2,"0.286",7,"0.429","1","30","3.333","0","0",NULL,"1","0.444","0.873","0","0","0","0","0","2","15","4","7","1","0","2","0","0"
150168,"CHC",2000,3,0,".000","0","0.667","0",NULL,"0",3,0,0,0,0,"2.0",0,0,"0",3,"0","0","8","2.667","0","0",NULL,"0","0","0","0","0","0","0","0","0","6","2","1","0","0","1","0","0"
117758,"CHC",2000,94,22,".333","0.021","0.298","0","0.071","0.049",36,3,4,0,0,"28.0",2,18,"0.22",82,"0.268","4","352","3.745","0","0",NULL,"0","0.238","0.506","10","0","0","0","0","10","134","29","64","2","1","33","0","0"
116840,"CHC",2000,2,0,NULL,"0.5","0","0",NULL,NULL,13,0,0,0,0,"0.0",1,0,"0",0,"0","0","7","3.5","0","0",NULL,"0","1","1","1","0","0","0","0","0","2","0","1","0","0","1","0","0"
116358,"CHC",2000,144,37,".231","0.09","0.063","0","1.444","0.069",70,19,7,1,0,"9.0",13,28,"0.215",130,"0.285","11","518","3.597","1","2","0.667","0","0.287","0.572","1","6","0","1","0","29","241","20","122","5","3","57","2","0"
115803,"CHC",2000,2,0,".000","0","0.5","0",NULL,"0",74,0,0,0,0,"1.0",0,0,"0",2,"0","0","9","4.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","4","0","1","0","0","1","0","0"
279912,"CHC",2000,2,0,NULL,"0","1","0",NULL,"0",3,0,0,0,0,"2.0",0,0,"0",2,"0","0","9","4.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","0"
110090,"CHC",2000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,54,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150133,"CHC",2000,19,2,".222","0","0.316","0",NULL,"0",30,1,0,0,0,"6.0",0,2,"0.133",15,"0.133","1","49","2.579","0","0",NULL,"0","0.133","0.266","4","0","0","0","0","0","29","9","13","0","0","11","0","0"
150035,"CHC",2000,16,2,".125","0","0.375","0",NULL,"0.071",46,0,1,0,0,"6.0",0,1,"0.071",14,"0.143","0","57","3.562","0","0",NULL,"0","0.071","0.214","2","0","0","0","0","1","21","7","10","0","0","7","0","0"
110891,"CHC",2001,69,16,".273","0","0.261","0",NULL,"0.065",32,2,4,0,0,"18.0",0,12,"0.194",62,"0.258","2","237","3.435","0","0",NULL,"0","0.194","0.452","7","2","0","0","0","4","122","31","51","4","0","30","0","0"
110403,"CHC",2001,4,3,"1.000","0","0","0",NULL,"0",17,1,0,0,0,"0.0",0,3,"1",3,"1","0","9","2.25","0","0",NULL,"0","1","2","1","0","0","0","0","0","4","0","4","0","0","1","0","0"
324432,"CHC",2001,162,39,".224","0.074","0.123","0.006","0.6","0.069",78,16,5,1,1,"20.0",12,29,"0.201",144,"0.271","12","629","3.883","0","1","1","2","0.269","0.54","2","2","2","1","0","32","257","36","128","9","5","53","1","0"
113646,"CHC",2001,64,20,".261","0.047","0.219","0.016","0.214","0.115",33,6,4,0,1,"14.0",3,13,"0.213",61,"0.328","3","223","3.484","1","0","0","0","0.25","0.578","0","0","0","0","0","17","122","36","47","2","1","14","1","0"
118079,"CHC",2001,146,46,".262","0.048","0.178","0.014","0.269","0.119",52,13,10,0,2,"26.0",7,30,"0.222",135,"0.341","13","503","3.445","0","0",NULL,"1","0.266","0.607","3","4","0","3","0","23","256","58","112","7","6","46","2","0"
111244,"CHC",2001,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
400130,"CHC",2001,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
407297,"CHC",2001,18,2,".182","0","0.278","0",NULL,"0",11,0,0,0,0,"5.0",0,2,"0.125",16,"0.125","1","49","2.722","0","0",NULL,"0","0.125","0.25","2","1","0","0","0","0","24","7","13","1","0","10","0","0"
400131,"CHC",2001,5,0,".000","0.4","0.2","0","2","0",36,1,0,0,0,"1.0",2,0,"0",3,"0","1","24","4.8","0","0",NULL,"0","0.4","0.4","0","0","0","0","0","0","8","2","2","0","0","2","0","0"
150035,"CHC",2001,2,0,NULL,"0","1","0",NULL,"0",76,0,0,0,0,"2.0",0,0,"0",2,"0","0","8","4","0","0",NULL,"0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0"
114032,"CHC",2001,2,0,NULL,"0","1","0",NULL,"0",82,0,0,0,0,"2.0",0,0,"0",2,"0","0","11","5.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","6","4","0","0","0","0","0","0"
114499,"CHC",2001,2,0,".000","0","0","0",NULL,"0",15,0,0,0,0,"0.0",0,0,"0",2,"0","0","2","1","0","0",NULL,"0","0","0","0","0","0","0","0","1","2","0","2","0","0","1","0","0"
114971,"CHC",2001,0,0,NULL,NULL,NULL,NULL,NULL,NULL,47,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
115803,"CHC",2001,1,0,NULL,"0","1","0",NULL,"0",48,0,0,0,0,"1.0",0,0,"0",1,"0","0","3","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
117758,"CHC",2001,87,14,".222","0.023","0.253","0","0.091","0.026",35,3,2,0,0,"22.0",2,12,"0.158",76,"0.184","2","290","3.333","0","0",NULL,"0","0.179","0.363","9","2","0","0","0","9","132","27","63","1","4","37","0","0"
118158,"CHC",2001,2,0,".000","0","0.5","0",NULL,"0",17,0,0,0,0,"1.0",0,0,"0",2,"0","0","7","3.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","4","1","1","0","0","1","0","0"
150039,"CHC",2001,23,2,".167","0.087","0.217","0","0.4","0",18,1,0,0,0,"5.0",2,2,"0.118",17,"0.118","0","79","3.435","1","0","0","4","0.348","0.466","0","0","0","0","0","3","33","9","12","0","2","5","0","0"
349193,"CHC",2001,2,0,".000","0","0.5","0",NULL,"0",11,0,0,0,0,"1.0",0,0,"0",2,"0","0","6","3","0","0",NULL,"0","0","0","0","0","0","0","0","1","4","3","1","0","0","0","0","0"
400136,"CHC",2001,1,0,NULL,"0","1","0",NULL,"0",2,0,0,0,0,"1.0",0,0,"0",1,"0","0","4","4","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
123090,"CHC",2001,58,12,".333","0.017","0.241","0","0.071","0",29,1,0,0,0,"14.0",1,12,"0.24",50,"0.24","2","182","3.138","0","0",NULL,"0","0.255","0.495","7","0","0","0","0","7","89","24","43","1","1","22","0","0"
123118,"CHC",2001,55,5,".208","0.055","0.309","0","0.176","0",34,4,0,0,0,"17.0",3,5,"0.122",41,"0.122","4","178","3.236","0","0",NULL,"0","0.182","0.304","11","1","0","0","0","2","83","22","35","2","0","26","1","0"
123650,"CHC",2001,7,2,".500","0","0.429","0",NULL,"0",59,1,0,0,0,"3.0",0,2,"0.286",7,"0.286","0","18","2.571","0","0",NULL,"0","0.286","0.572","0","0","0","0","0","0","9","2","4","0","0","2","0","0"
124000,"CHC",2001,2,0,NULL,"0.5","0.5","0","1","0",80,0,0,0,0,"1.0",1,0,"0",1,"0","0","9","4.5","0","0",NULL,"0","0.5","0.5","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
134268,"CHC",2001,62,10,".273","0.016","0.242","0","0.067","0.021",29,3,1,0,0,"15.0",1,9,"0.188",48,"0.208","2","180","2.903","0","0",NULL,"0","0.204","0.412","13","0","0","0","0","4","98","24","46","2","5","26","0","0"
407296,"CHC",2001,2,0,".000","0","0","0",NULL,"0",6,0,0,0,0,"0.0",0,0,"0",2,"0","0","6","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","4","0","2","0","0","2","0","0"
122544,"CHC",2001,711,425,".336","0.163","0.215","0.09","0.758","0.409",160,146,34,5,64,"153.0",116,189,"0.328",577,"0.737","160","2859","4.021","2","0","0","6","0.437","1.174","0","6","12","37","0","101","1258","424","436","18","12","115","0","0"
118730,"CHC",2001,586,279,".332","0.113","0.181","0.053","0.623","0.238",146,67,25,2,31,"106.0",66,157,"0.306",513,"0.544","102","2201","3.756","2","1","0.333","3","0.386","0.93","0","13","4","13","0","85","965","246","411","22","11","136","0","0"
122644,"CHC",2001,403,157,".272","0.129","0.189","0.042","0.684","0.212",128,48,21,0,17,"76.0",52,85,"0.25",340,"0.462","61","1594","3.955","3","2","0.4","7","0.358","0.82","1","4","3","7","0","67","644","152","268","20","8","86","0","0"
124185,"CHC",2001,357,171,".328","0.073","0.157","0.048","0.464","0.223",95,43,19,1,17,"56.0",26,99,"0.307",323,"0.529","50","1309","3.667","0","1","1","7","0.371","0.9","1","14","0","4","1","51","623","118","268","12","15","90","0","0"
116316,"CHC",2001,276,92,".231","0.091","0.322","0.043","0.281","0.187",79,23,10,0,12,"89.0",25,46,"0.187",246,"0.374","31","1142","4.138","0","0",NULL,"3","0.268","0.642","0","7","2","0","1","47","497","162","159","12","7","47","0","0"
123494,"CHC",2001,500,181,".299","0.092","0.204","0.024","0.451","0.163",149,62,19,8,12,"102.0",46,110,"0.252",436,"0.415","61","1945","3.89","8","16","0.667","2","0.322","0.737","10","8","6","4","0","80","911","249","350","16","13","128","5","0"
115263,"CHC",2001,606,212,".302","0.066","0.092","0.017","0.714","0.112",147,76,23,3,10,"56.0",40,153,"0.29",528,"0.402","66","2037","3.361","3","4","0.571","10","0.345","0.747","17","13","11","0","0","94","926","119","500","12","29","212","1","0"
112641,"CHC",2001,386,136,".300","0.075","0.181","0.021","0.414","0.129",111,25,19,1,8,"70.0",29,91,"0.261",349,"0.39","53","1410","3.653","0","0",NULL,"2","0.316","0.706","0","23","6","1","0","71","714","149","285","14","13","94","0","0"
119482,"CHC",2001,257,94,".298","0.144","0.074","0.023","1.947","0.152",70,38,12,1,6,"19.0",37,62,"0.295",210,"0.448","23","964","3.751","1","1","0.5","3","0.403","0.851","4","4","3","3","1","43","367","37","198","10","10","72","0","0"
124695,"CHC",2001,672,237,".292","0.063","0.067","0.009","0.933","0.114",149,98,43,4,6,"45.0",42,168,"0.279",603,"0.393","42","2359","3.51","14","31","0.689","9","0.333","0.726","15","15","3","1","0","136","957","88","576","25","33","211","6","0"
275936,"CHC",2001,118,44,".246","0.068","0.271","0.051","0.25","0.198",49,11,3,0,6,"32.0",8,23,"0.217",106,"0.415","24","427","3.619","1","0","0","3","0.288","0.703","0","3","1","1","0","19","218","66","75","6","1","26","0","0"
113291,"CHC",2001,417,124,".284","0.141","0.185","0.012","0.766","0.12",126,55,17,5,5,"77.0",59,82,"0.234",351,"0.353","37","1654","3.966","2","23","0.92","1","0.344","0.697","4","8","2","1","0","56","624","105","280","14","16","109","0","0"
150032,"CHC",2001,92,42,".265","0.076","0.13","0.043","0.583","0.241",39,13,6,1,4,"12.0",7,22,"0.265",83,"0.506","22","315","3.424","0","0",NULL,"1","0.326","0.832","0","3","1","0","0","17","164","28","72","3","5","24","0","0"
279913,"CHC",2001,145,44,".258","0.041","0.228","0.028","0.182","0.115",59,26,3,0,4,"33.0",6,29,"0.221",131,"0.336","14","539","3.717","0","4","1","3","0.266","0.602","2","1","3","0","0","28","265","57","103","7","2","37","4","0"
111673,"CHC",2001,89,26,".203","0.045","0.258","0.034","0.174","0.129",35,11,2,0,3,"23.0",4,15,"0.176",85,"0.306","8","368","4.135","0","0",NULL,"0","0.213","0.519","0","3","0","0","0","18","167","34","62","7","4","17","0","0"
114833,"CHC",2001,253,79,".311","0.083","0.198","0.012","0.42","0.092",78,22,10,1,3,"50.0",21,58,"0.253",229,"0.345","25","912","3.605","1","0","0","0","0.315","0.66","2","2","1","4","1","36","426","96","182","5","7","75","0","0"
116316,"CHC",2002,303,112,".234","0.106","0.264","0.053","0.4","0.211",92,32,8,0,16,"80.0",32,56,"0.211",266,"0.421","35","1278","4.218","0","0",NULL,"3","0.301","0.722","1","6","1","3","0","48","545","172","188","19","9","56","10","0"
122544,"CHC",2002,666,330,".302","0.155","0.216","0.074","0.715","0.306",150,122,19,2,49,"144.0",103,160,"0.288",556,"0.594","108","2738","4.111","0","2","1","3","0.399","0.993","0","14","4","15","0","83","1216","379","416","18","23","130","51","0"
