"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
502182,2011,510,"Steve Clevenger","Steve","CHC","Chicago Cubs","NL","C","Catcher","C",5,2,".250","0","0","0",NULL,"0.25",2,1,1,0,0,"0.0",0,1,"0.25",4,"0.5","0","17","3.4","0","0",NULL,"1","0.4","0.9","0","0","0","0","0","1","7","0","4","1","0","1","0","0"
488787,2011,510,"Casey Coleman","Casey","CHC","Chicago Cubs","NL","P","Pitcher","P",29,7,".211","0","0.207","0",NULL,"0.12",21,1,1,1,0,"6.0",0,4,"0.16",25,"0.28","0","111","3.828","0","0",NULL,"0","0.16","0.44","4","0","0","0","0","6","48","9","23","1","1","11","0","0"
150277,2011,510,"Doug Davis","Doug","CHC","Chicago Cubs","NL","P","Pitcher","P",13,0,".000","0","0.308","0",NULL,"0",9,0,0,0,0,"4.0",0,0,"0",10,"0","0","51","3.923","0","0",NULL,"0","0","0","3","0","0","0","0","0","24","5","9","0","0","9","0","0"
133225,2011,510,"Ryan Dempster","Ryan","CHC","Chicago Cubs","NL","P","Pitcher","P",70,5,".128","0.014","0.271","0","0.053","0",35,1,0,0,0,"19.0",1,5,"0.086",58,"0.086","0","234","3.343","0","0",NULL,"0","0.102","0.188","10","0","0","0","0","3","110","34","49","2","3","36","2","1"
503569,2011,510,"Rafael Dolis","Rafael","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
490063,2011,510,"Matt Garza","Matt","CHC","Chicago Cubs","NL","P","Pitcher","P",71,6,".273","0.014","0.592","0","0.024","0",31,2,0,0,0,"42.0",1,6,"0.094",64,"0.094","1","261","3.676","0","0",NULL,"1","0.121","0.215","5","1","0","0","0","1","128","66","27","0","0","20","5","0"
453304,2011,510,"John Gaub","John","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
346848,2011,510,"John Grabow","John","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,58,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
518934,2011,510,"DJ LeMahieu","DJ","CHC","Chicago Cubs","NL","2B","Second Base","3B",62,17,".313","0.016","0.194","0","0.083","0.033",37,3,2,0,0,"12.0",1,15,"0.25",60,"0.283","4","196","3.161","0","0",NULL,"0","0.262","0.545","1","2","0","0","0","7","107","23","49","1","1","25","7","0"
150438,2011,510,"Rodrigo Lopez","Rodrigo","CHC","Chicago Cubs","NL","P","Pitcher","P",33,2,".105","0.03","0.333","0","0.091","0",26,1,0,0,0,"11.0",1,2,"0.067",30,"0.067","0","132","4","0","0",NULL,"0","0.097","0.164","2","0","0","0","0","0","55","17","21","0","1","18","1","0"
453186,2011,510,"Scott Maine","Scott","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
461791,2011,510,"Carlos Marmol","Carlos","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,75,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
445156,2011,510,"Sean Marshall","Sean","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,78,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
456496,2011,510,"Marcos Mateo","Marcos","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0","0",NULL,"0",23,0,0,0,0,"0.0",0,0,"0",1,"0","0","4","2","0","0",NULL,"0","0","0","1","0","0","0","0","1","2","0","2","0","0","1","0","0"
150009,2011,510,"Ramon Ortiz","Ramon","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,NULL,"0","0.667","0",NULL,"0",22,0,0,0,0,"2.0",0,0,"0",2,"0","0","7","2.333","0","0",NULL,"0","0","0","1","0","0","0","0","0","5","3","1","0","0","1","0","0"
460701,2011,510,"James Russell","James","CHC","Chicago Cubs","NL","P","Pitcher","P",8,1,".200","0","0.375","0",NULL,"0",64,0,0,0,0,"3.0",0,1,"0.125",8,"0.125","0","34","4.25","0","0",NULL,"0","0.125","0.25","0","0","0","0","0","2","12","1","5","0","0","2","1","0"
502188,2011,510,"Jeff Samardzija","Jeff","CHC","Chicago Cubs","NL","P","Pitcher","P",4,0,".000","0","0.75","0",NULL,"0",75,0,0,0,0,"3.0",0,0,"0",4,"0","0","15","3.75","0","0",NULL,"0","0","0","0","0","0","0","0","0","9","5","1","0","0","1","0","0"
430957,2011,510,"Brad Snyder","Brad","CHC","Chicago Cubs","NL",NULL,NULL,"1B",9,1,".333","0","0.667","0",NULL,"0",8,1,0,0,0,"6.0",0,1,"0.111",9,"0.111","0","38","4.222","0","0",NULL,"0","0.111","0.222","0","0","0","0","0","0","18","6","3","0","1","1","0","0"
459999,2011,510,"Jeff Stevens","Jeff","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0.5","0",NULL,"0",4,0,0,0,0,"1.0",0,0,"0",2,"0","0","5","2.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0"
448694,2011,510,"Randy Wells","Randy","CHC","Chicago Cubs","NL","P","Pitcher","P",50,6,".200","0.02","0.26","0","0.077","0",23,2,0,0,0,"13.0",1,6,"0.14",43,"0.14","1","195","3.9","0","0",NULL,"0","0.159","0.299","6","0","0","0","0","3","86","19","36","5","3","19","1","0"
134268,2011,510,"Kerry Wood","Kerry","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,55,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
150093,2012,14,"Alfonso Soriano","Alfonso","CHC","Chicago Cubs","NL","LF","Outfielder","LF",615,280,".303","0.072","0.249","0.052","0.288","0.237",151,68,33,2,32,"153.0",44,147,"0.262",561,"0.499","108","2322","3.776","2","6","0.75","7","0.322","0.821","0","18","3","5","2","108","1156","342","411","27","15","114","35","0"
445933,2012,105,"Bryan LaHair","Bryan","CHC","Chicago Cubs","NL","1B","First Base","1B",380,153,".358","0.103","0.326","0.042","0.315","0.191",130,42,17,0,16,"124.0",39,88,"0.259",340,"0.45","40","1614","4.247","2","4","0.667","0","0.334","0.784","0","8","1","3","1","43","747","220","217","11","11","64","23","0"
519203,2012,119,"Anthony Rizzo","Anthony","CHC","Chicago Cubs","NL","1B","First Base","1B",368,156,".310","0.073","0.168","0.041","0.435","0.178",87,44,15,0,15,"62.0",27,96,"0.285",337,"0.463","48","1339","3.639","2","3","0.6","3","0.342","0.805","0","7","1","1","1","47","675","141","276","13","21","99","31","0"
516770,2012,130,"Starlin Castro","Starlin","CHC","Chicago Cubs","NL","SS","Shortstop","SS",691,278,".315","0.052","0.145","0.02","0.36","0.147",162,78,29,12,14,"100.0",36,183,"0.283",646,"0.43","78","2389","3.457","13","25","0.658","4","0.323","0.753","0","15","5","5","0","107","1175","216","551","28","34","199","59","0"
430203,2012,189,"David DeJesus","David","CHC","Chicago Cubs","NL","RF","Outfielder","CF",582,204,".301","0.105","0.153","0.015","0.685","0.14",148,76,28,8,9,"89.0",61,133,"0.263",506,"0.403","50","2370","4.072","8","7","0.467","9","0.35","0.753","2","9","4","1","2","99","948","142","423","26","26","139","41","0"
446381,2012,235,"Darwin Barney","Darwin","CHC","Chicago Cubs","NL","2B","Second Base","2B",588,194,".273","0.056","0.099","0.012","0.569","0.1",156,73,26,4,7,"58.0",33,139,"0.254",548,"0.354","44","2062","3.507","1","6","0.857","3","0.299","0.653","3","11","1","1","1","108","980","99","494","27","28","192","44","0"
456078,2012,274,"Welington Castillo","Welington","CHC","Chicago Cubs","NL","C","Catcher","C",190,71,".348","0.089","0.268","0.026","0.333","0.153",52,16,11,0,5,"51.0",17,45,"0.265",170,"0.418","22","762","4.011","0","0",NULL,"2","0.337","0.755","0","4","1","2","0","22","345","85","120","8","3","42","14","0"
458628,2012,274,"Joe Mather","Joe","CHC","Chicago Cubs","NL","CF","Outfielder","CF",243,73,".239","0.058","0.189","0.021","0.304","0.116",103,18,11,0,5,"46.0",14,47,"0.209",225,"0.324","19","849","3.494","2","5","0.714","1","0.256","0.58","1","4","2","1","1","38","423","104","182","23","11","63","16","0"
456655,2012,274,"Ian Stewart","Ian","CHC","Chicago Cubs","NL","3B","Third Base","3B",202,60,".242","0.104","0.228","0.025","0.457","0.134",55,16,5,2,5,"46.0",21,36,"0.201",179,"0.335","17","845","4.183","3","0","0","2","0.292","0.627","0","5","0","4","0","20","359","106","133","5","9","63","13","0"
571804,2012,297,"Brett Jackson","Brett","CHC","Chicago Cubs","NL","CF","Outfielder","CF",142,41,".298","0.155","0.415","0.028","0.373","0.167",44,14,6,1,4,"59.0",22,21,"0.175",120,"0.342","9","602","4.239","3","0","0","0","0.303","0.645","0","1","0","0","0","17","246","93","61","4","4","15","3","0"
472528,2012,297,"Luis Valbuena","Luis","CHC","Chicago Cubs","NL","3B","Third Base","3B",303,90,".260","0.119","0.182","0.013","0.655","0.121",90,26,20,0,4,"55.0",36,58,"0.219",265,"0.34","28","1282","4.231","2","0","0","0","0.31","0.65","0","6","2","1","0","45","533","108","212","20","16","73","20","0"
543743,2012,371,"Dave Sappelt","Dave","CHC","Chicago Cubs","NL","RF","Outfielder","LF",78,31,".293","0.09","0.115","0.026","0.778","0.174",26,8,6,0,2,"9.0",7,19,"0.275",69,"0.449","8","327","4.192","0","0",NULL,"1","0.351","0.8","1","1","0","1","0","12","133","16","61","8","1","21","7","0"
519388,2012,371,"Josh Vitters","Josh","CHC","Chicago Cubs","NL","3B","Third Base","3B",109,20,".154","0.064","0.303","0.018","0.212","0.081",36,7,2,0,2,"33.0",7,12,"0.121",99,"0.202","5","418","3.835","0","2","1","2","0.193","0.395","0","6","1","0","0","15","201","57","67","6","2","32","2","0"
502182,2012,433,"Steve Clevenger","Steve","CHC","Chicago Cubs","NL","C","Catcher","C",215,55,".245","0.074","0.181","0.005","0.41","0.075",69,16,12,0,1,"39.0",16,40,"0.201",199,"0.276","16","828","3.851","1","0","0","0","0.26","0.536","0","10","0","0","0","28","329","30","160","4","13","75","9","0"
489232,2012,433,"Anthony Recker","Anthony","CHC","Chicago Cubs","NL","C","Catcher","C",58,12,".182","0.103","0.259","0.017","0.4","0.102",22,4,2,0,1,"15.0",6,7,"0.143",49,"0.245","4","232","4","0","0",NULL,"2","0.263","0.508","1","1","0","0","0","10","97","27","35","4","2","12","2","0"
475243,2012,433,"Travis Wood","Travis","CHC","Chicago Cubs","NL","P","Pitcher","P",55,16,".281","0","0.364","0.018",NULL,"0.113",28,5,3,0,1,"20.0",0,10,"0.189",53,"0.302","4","194","3.527","0","0",NULL,"0","0.189","0.491","2","1","0","0","0","6","111","32","35","4","4","11","5","0"
446003,2012,519,"Jairo Asencio","Jairo","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,12,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
542924,2012,519,"Jeff Beliveau","Jeff","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,22,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
460072,2012,519,"Jason Berken","Jason","CHC","Chicago Cubs","NL","P","Pitcher","P",5,0,".000","0","0.2","0",NULL,"0",4,0,0,0,0,"1.0",0,0,"0",5,"0","0","21","4.2","0","0",NULL,"0","0","0","0","0","0","0","0","0","8","1","4","0","0","4","0","0"
476601,2012,519,"Michael Bowden","Michael","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,NULL,"0","1","0",NULL,"0",30,0,0,0,0,"2.0",0,0,"0",2,"0","0","9","4.5","0","0",NULL,"0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
501227,2012,519,"Alberto Cabrera","Alberto","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,25,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
425861,2012,519,"Shawn Camp","Shawn","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,80,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
542999,2012,519,"Tony Campana","Tony","CHC","Chicago Cubs","NL","CF","Outfielder","CF",192,52,".351","0.057","0.224","0","0.256","0.034",89,26,6,0,0,"43.0",11,46,"0.264",174,"0.299","5","671","3.495","3","30","0.909","0","0.308","0.607","7","0","0","0","0","12","322","66","138","6","2","72","26","0"
502133,2012,519,"Adrian Cardenas","Adrian","CHC","Chicago Cubs","NL",NULL,NULL,"2B",67,17,".234","0.104","0.194","0","0.538","0.1",45,5,6,0,0,"13.0",7,11,"0.183",60,"0.283","2","273","4.075","0","0",NULL,"0","0.269","0.552","0","0","0","1","0","10","121","27","47","8","3","15","1","0"
516684,2012,519,"Lendy Castillo","Lendy","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,13,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
488776,2012,519,"Jaye Chapman","Jaye","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,14,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
488787,2012,519,"Casey Coleman","Casey","CHC","Chicago Cubs","NL","P","Pitcher","P",3,1,".500","0","0.333","0",NULL,"0",17,0,0,0,0,"1.0",0,1,"0.333",3,"0.333","0","16","5.333","0","0",NULL,"0","0.333","0.666","0","0","0","0","0","0","6","0","2","0","0","1","0","0"
466918,2012,519,"Manny Corpas","Manny","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",48,0,0,0,0,"1.0",0,0,"0",1,"0","0","3","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
455088,2012,519,"Blake DeWitt","Blake","CHC","Chicago Cubs","NL",NULL,NULL,"2B",30,5,".143","0","0.067","0",NULL,"0.034",18,1,1,0,0,"2.0",0,4,"0.138",29,"0.172","1","99","3.3","0","0",NULL,"0","0.133","0.305","0","1","1","0","0","9","49","7","28","1","0","14","1","0"
133225,2012,519,"Ryan Dempster","Ryan","CHC","Chicago Cubs","NL","P","Pitcher","P",33,5,".130","0","0.273","0",NULL,"0.063",16,1,0,1,0,"9.0",0,3,"0.094",32,"0.156","1","105","3.182","0","0",NULL,"0","0.094","0.25","1","0","0","0","0","3","53","10","24","1","1","16","0","0"
503569,2012,519,"Rafael Dolis","Rafael","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,34,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
490063,2012,519,"Matt Garza","Matt","CHC","Chicago Cubs","NL","P","Pitcher","P",34,3,".286","0","0.676","0",NULL,"0.033",18,0,1,0,0,"23.0",0,2,"0.067",30,"0.1","0","123","3.618","0","0",NULL,"0","0.067","0.167","4","0","0","0","0","0","66","34","11","0","0","9","1","0"
430683,2012,519,"Justin Germano","Justin","CHC","Chicago Cubs","NL","P","Pitcher","P",24,1,".143","0.042","0.417","0","0.1","0",13,1,0,0,0,"10.0",1,1,"0.059",17,"0.059","0","95","3.958","0","0",NULL,"0","0.111","0.17","6","0","0","0","0","1","40","15","13","1","1","9","0","0"
425542,2012,519,"Koyie Hill","Koyie","CHC","Chicago Cubs","NL","C","Catcher","C",39,8,".219","0","0.179","0",NULL,"0.026",11,3,1,0,0,"7.0",0,7,"0.179",39,"0.205","1","129","3.308","0","0",NULL,"0","0.179","0.384","0","0","0","0","0","11","64","18","32","1","0","13","4","0"
450527,2012,519,"Ale Hinshaw","Ale","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",33,0,0,0,0,"1.0",0,0,"0",1,"0","0","3","3","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
503351,2012,519,"Blake Lalli","Blake","CHC","Chicago Cubs","NL","C","Catcher","1B",16,2,".167","0.063","0.188","0","0.333","0",6,1,0,0,0,"3.0",1,2,"0.133",15,"0.133","2","46","2.875","0","0",NULL,"0","0.188","0.321","0","0","0","0","0","1","20","4","12","1","0","8","0","0"
150438,2012,519,"Rodrigo Lopez","Rodrigo","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
461791,2012,519,"Carlos Marmol","Carlos","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,61,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
453284,2012,519,"Blake Parker","Blake","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
548384,2012,519,"Brooks Raley","Brooks","CHC","Chicago Cubs","NL","P","Pitcher","P",10,2,".222","0","0.1","0",NULL,"0",5,0,0,0,0,"1.0",0,2,"0.2",10,"0.2","0","30","3","0","0",NULL,"0","0.2","0.4","0","0","0","0","0","0","13","0","9","1","2","4","2","0"
543734,2012,519,"Chris Rusin","Chris","CHC","Chicago Cubs","NL","P","Pitcher","P",12,4,".286","0","0.417","0",NULL,"0.167",7,0,0,1,0,"5.0",0,2,"0.167",12,"0.333","0","39","3.25","0","0",NULL,"0","0.167","0.5","0","0","0","0","0","2","17","5","7","0","1","2","0","0"
460701,2012,519,"James Russell","James","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,".000","0","0","0",NULL,"0",77,0,0,0,0,"0.0",0,0,"0",1,"0","0","2","2","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
502188,2012,519,"Jeff Samardzija","Jeff","CHC","Chicago Cubs","NL","P","Pitcher","P",61,5,".147","0.049","0.262","0","0.188","0",31,0,0,0,0,"16.0",3,5,"0.1",50,"0.1","3","218","3.574","0","0",NULL,"1","0.167","0.267","7","1","0","0","0","5","117","34","41","3","0","28","3","0"
462515,2012,519,"Miguel Socolovich","Miguel","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0","0",NULL,"0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
458690,2012,519,"Chris Volstad","Chris","CHC","Chicago Cubs","NL","P","Pitcher","P",34,5,".278","0","0.294","0",NULL,"0",21,0,0,0,0,"10.0",0,5,"0.179",28,"0.179","0","119","3.5","0","0",NULL,"0","0.179","0.358","6","0","0","0","0","4","54","13","24","0","2","13","2","0"
448694,2012,519,"Randy Wells","Randy","CHC","Chicago Cubs","NL","P","Pitcher","P",4,1,".500","0","0.5","0",NULL,"0",12,0,0,0,0,"2.0",0,1,"0.25",4,"0.25","0","20","5","0","0",NULL,"0","0.25","0.5","0","0","0","0","0","1","10","2","2","0","0","0","0","0"
134268,2012,519,"Kerry Wood","Kerry","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",10,0,0,0,0,"1.0",0,0,"0",1,"0","0","5","5","0","0",NULL,"0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
519203,2013,37,"Anthony Rizzo","Anthony","CHC","Chicago Cubs","NL","1B","First Base","1B",690,254,".258","0.11","0.184","0.033","0.598","0.186",160,71,40,2,23,"127.0",76,141,"0.233",606,"0.419","80","2615","3.79","5","6","0.545","6","0.323","0.742","0","12","2","7","0","92","1163","255","481","34","45","169","37","0"
435625,2013,53,"Nate Schierholtz","Nate","CHC","Chicago Cubs","NL","RF","Outfielder","RF",503,217,".270","0.058","0.187","0.042","0.309","0.219",137,56,32,3,21,"94.0",29,116,"0.251",462,"0.47","68","1971","3.918","3","6","0.667","6","0.301","0.771","1","6","5","3","0","72","983","214","374","34","30","122","28","0"
425900,2013,122,"Dioner Navarro","Dioner","CHC","Chicago Cubs","NL","C","Catcher","C",266,118,".307","0.086","0.135","0.049","0.639","0.192",89,31,7,0,13,"36.0",23,72,"0.3",240,"0.492","34","961","3.613","1","0","0","2","0.365","0.857","0","4","1","1","1","33","436","95","205","14","21","65","23","0"
472528,2013,140,"Luis Valbuena","Luis","CHC","Chicago Cubs","NL","3B","Third Base","3B",391,125,".233","0.136","0.161","0.031","0.841","0.16",108,34,15,1,12,"63.0",53,72,"0.218",331,"0.378","37","1646","4.21","4","1","0.2","4","0.331","0.709","1","4","2","4","0","70","659","117","271","26","17","86","27","0"
430906,2013,161,"Donnie Murphy","Donnie","CHC","Chicago Cubs","NL","3B","Third Base","3B",163,79,".300","0.049","0.294","0.067","0.167","0.275",46,23,8,0,11,"48.0",8,38,"0.255",149,"0.53","23","640","3.926","0","2","1","6","0.319","0.849","0","1","0","1","0","17","327","96","101","15","3","28","8","0"
516770,2013,179,"Starlin Castro","Starlin","CHC","Chicago Cubs","NL","SS","Shortstop","SS",705,231,".290","0.043","0.183","0.014","0.233","0.102",161,59,34,2,10,"129.0",30,163,"0.245",666,"0.347","44","2716","3.852","6","9","0.6","7","0.284","0.631","1","21","1","0","1","94","1283","260","539","23","48","211","68","0"
285068,2013,195,"Cody Ransom","Cody","CHC","Chicago Cubs","NL","3B","Third Base","SS",193,71,".235","0.114","0.321","0.047","0.355","0.231",62,21,10,1,9,"62.0",22,32,"0.189",169,"0.42","20","807","4.181","0","0",NULL,"1","0.286","0.706","1","4","0","0","0","17","370","120","108","13","8","38","8","0"
456078,2013,218,"Welington Castillo","Welington","CHC","Chicago Cubs","NL","C","Catcher","C",428,151,".347","0.079","0.227","0.019","0.351","0.124",113,41,23,0,8,"97.0",34,104,"0.274",380,"0.397","32","1638","3.827","0","2","1","11","0.349","0.746","1","13","2","3","0","42","710","162","286","18","22","100","27","0"
446381,2013,237,"Darwin Barney","Darwin","CHC","Chicago Cubs","NL","2B","Second Base","2B",555,152,".222","0.065","0.115","0.013","0.563","0.096",141,49,25,1,7,"64.0",36,104,"0.208",501,"0.303","41","2128","3.834","2","4","0.667","6","0.266","0.569","4","22","6","5","0","102","968","99","447","31","44","166","43","2"
460131,2013,259,"Brian Bogusevic","Brian","CHC","Chicago Cubs","NL","LF","Outfielder","RF",155,66,".320","0.065","0.226","0.039","0.286","0.189",47,18,7,1,6,"35.0",10,39,"0.273",143,"0.462","16","595","3.839","0","2","1","1","0.323","0.785","0","4","1","1","0","15","309","88","109","2","10","43","13","0"
516809,2013,259,"Junior Lake","Junior","CHC","Chicago Cubs","NL","LF","Outfielder","LF",254,101,".377","0.051","0.268","0.024","0.191","0.144",64,26,16,0,6,"68.0",13,67,"0.284",236,"0.428","16","984","3.874","4","4","0.5","4","0.332","0.76","1","2","0","0","0","24","474","169","169","12","16","50","27","0"
435220,2013,259,"Ryan Sweeney","Ryan","CHC","Chicago Cubs","NL","CF","Outfielder","RF",212,86,".288","0.08","0.146","0.028","0.548","0.182",70,19,13,2,6,"31.0",17,51,"0.266",192,"0.448","19","870","4.104","0","1","1","0","0.324","0.772","2","3","1","0","0","23","342","48","164","14","16","60","19","0"
475243,2013,343,"Travis Wood","Travis","CHC","Chicago Cubs","NL","P","Pitcher","P",67,24,".282","0.045","0.313","0.045","0.143","0.159",37,8,1,0,3,"21.0",3,14,"0.222",63,"0.381","8","217","3.239","0","1","1","0","0.258","0.639","1","0","0","0","0","13","114","39","43","3","2","11","5","0"
474865,2013,423,"Julio Borbon","Julio","CHC","Chicago Cubs","NL",NULL,NULL,"CF",118,29,".244","0.102","0.186","0.008","0.545","0.076",73,11,3,1,1,"22.0",12,21,"0.2",105,"0.276","3","442","3.746","1","7","0.875","0","0.282","0.558","1","0","0","0","1","10","192","48","84","8","8","37","11","0"
429719,2013,423,"Edwin Jackson","Edwin","CHC","Chicago Cubs","NL","P","Pitcher","P",59,8,".088","0.034","0.288","0.017","0.118","0.077",31,4,1,0,1,"17.0",2,4,"0.077",52,"0.154","4","199","3.373","0","0",NULL,"0","0.111","0.265","5","0","0","0","0","6","84","18","40","3","2","25","1","0"
150021,2013,423,"Darnell McDonald","Darnell","CHC","Chicago Cubs","NL",NULL,NULL,"RF",57,23,".341","0.07","0.14","0.018","0.5","0.132",25,4,4,0,1,"8.0",4,16,"0.302",53,"0.434","5","237","4.158","0","0",NULL,"0","0.351","0.785","0","4","0","0","0","4","109","25","45","2","3","20","6","0"
502188,2013,423,"Jeff Samardzija","Jeff","CHC","Chicago Cubs","NL","P","Pitcher","P",73,12,".200","0.014","0.425","0.014","0.032","0.081",33,4,2,0,1,"31.0",1,7,"0.113",62,"0.194","2","252","3.452","0","0",NULL,"0","0.127","0.321","10","0","0","0","0","4","135","52","41","3","5","22","2","0"
453562,2013,517,"Jake Arrieta","Jake","CHC","Chicago Cubs","NL","P","Pitcher","P",19,2,".400","0","0.526","0",NULL,"0",9,0,0,0,0,"10.0",0,2,"0.133",15,"0.133","2","63","3.316","0","0",NULL,"0","0.133","0.266","4","0","0","0","0","1","31","15","9","0","0","6","1","0"
