"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
118533,1919,149,"Bill McCabe","Bill","CHC","Chicago Cubs","NL","RF","Outfielder","RF",96,18,".188","0.094","0.156","0","0.6","0.06",33,8,3,1,0,"15.0",9,13,"0.155",84,"0.214","5",NULL,NULL,NULL,"3",NULL,"2","0.253","0.467","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119741,1919,149,"Joel Newkirk","Joel","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",1,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119947,1919,149,"Bob O'Farrell","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",135,35,".235","0.052","0.074","0","0.7","0.064",49,11,4,2,0,"10.0",7,27,"0.216",125,"0.28","9",NULL,NULL,NULL,"2",NULL,"0","0.258","0.538","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121036,1919,149,"Hal Reilly","Hal","CHC","Chicago Cubs","NL","LF","Outfielder","LF",3,0,".000","0","0.333","0",NULL,"0",1,0,0,0,0,"1.0",0,0,"0",3,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123535,1919,149,"Lefty Tyler","Lefty","CHC","Chicago Cubs","NL","P","Pitcher","P",12,1,".200","0.25","0.167","0","1.5","0",6,0,0,0,0,"2.0",3,1,"0.143",7,"0.143","1",NULL,NULL,NULL,"0",NULL,"1","0.455","0.598","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123677,1919,149,"Hippo Vaughn","Hippo","CHC","Chicago Cubs","NL","P","Pitcher","P",107,21,".239","0.075","0.252","0","0.296","0.041",38,5,4,0,0,"27.0",8,17,"0.173",98,"0.214","2",NULL,NULL,NULL,"0",NULL,"0","0.236","0.45","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124004,1919,149,"Harry Weaver","Harry","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,".000","0","0","0",NULL,"0",2,0,0,0,0,"0.0",0,0,"0",1,"0","0",NULL,NULL,NULL,"0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121288,1920,14,"Dave Robertson","Dave","CHC","Chicago Cubs","NL","LF","Outfielder","RF",555,231,".314","0.072","0.079","0.018","0.909","0.162",134,68,29,11,10,"44.0",40,150,"0.3",500,"0.462","75",NULL,NULL,"23","17","0.425","1","0.353","0.815","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120270,1920,35,"Dode Paskert","Dode","CHC","Chicago Cubs","NL","CF","Outfielder","CF",572,193,".309","0.112","0.101","0.009","1.103","0.117",139,57,22,10,5,"58.0",64,136,"0.279",487,"0.396","71",NULL,NULL,"14","16","0.533","3","0.366","0.762","18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114205,1920,40,"Ma Flack","Ma","CHC","Chicago Cubs","NL","RF","Outfielder","RF",592,211,".305","0.088","0.025","0.007","3.467","0.104",135,85,30,6,4,"15.0",52,157,"0.302",520,"0.406","49",NULL,NULL,"19","13","0.406","7","0.373","0.779","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113160,1920,59,"Charlie Deal","Charlie","CHC","Chicago Cubs","NL","3B","Third Base","3B",512,137,".242","0.039","0.027","0.006","1.429","0.064",129,48,10,5,3,"14.0",20,108,"0.24",450,"0.304","39",NULL,NULL,"8","5","0.385","8","0.285","0.589","34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118971,1920,59,"Fred Merkle","Fred","CHC","Chicago Cubs","NL","1B","First Base","1B",367,131,".308","0.065","0.087","0.008","0.75","0.112",92,33,20,4,3,"32.0",24,94,"0.285",330,"0.397","38",NULL,NULL,"5","3","0.375","1","0.335","0.732","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119947,1920,59,"Bob O'Farrell","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",312,95,".262","0.109","0.074","0.01","1.478","0.104",94,29,11,4,3,"23.0",34,67,"0.248",270,"0.352","19",NULL,NULL,"0","1","1","0","0.332","0.684","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123530,1920,90,"Babe Twombly","Babe","CHC","Chicago Cubs","NL","RF","Outfielder","OF",205,52,".255","0.083","0.098","0.01","0.85","0.049",79,25,1,1,2,"20.0",17,43,"0.235",183,"0.284","14",NULL,NULL,"9","5","0.357","1","0.303","0.587","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110127,1920,116,"Grover Aleander","Grover","CHC","Chicago Cubs","NL","P","Pitcher","P",135,36,".286","0.081","0.193","0.007","0.423","0.076",46,9,4,1,1,"26.0",11,27,"0.229",118,"0.305","14",NULL,NULL,"0","0",NULL,"0","0.295","0.6","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117593,1920,116,"Hal Leathers","Hal","CHC","Chicago Cubs","NL","SS","Shortstop","SS",25,11,".286","0.04","0.04","0.04","1","0.174",9,3,1,0,1,"1.0",1,7,"0.304",23,"0.478","0",NULL,NULL,"0","1","1","0","0.333","0.811","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118335,1920,116,"Speed Martin","Speed","CHC","Chicago Cubs","NL","P","Pitcher","P",48,11,".182","0.063","0.208","0.021","0.3","0.091",35,5,1,0,1,"10.0",3,7,"0.159",44,"0.25","4",NULL,NULL,"0","1","1","0","0.213","0.463","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123677,1920,116,"Hippo Vaughn","Hippo","CHC","Chicago Cubs","NL","P","Pitcher","P",116,30,".269","0.103","0.198","0.009","0.522","0.078",40,14,3,1,1,"23.0",12,22,"0.216",102,"0.294","12",NULL,NULL,"0","0",NULL,"0","0.298","0.592","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110439,1920,194,"Abraham Bailey","Abraham","CHC","Chicago Cubs","NL","P","Pitcher","P",8,1,".333","0","0.5","0",NULL,"0",21,0,0,0,0,"4.0",0,1,"0.143",7,"0.143","0",NULL,NULL,"0","0",NULL,"0","0.143","0.286","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110552,1920,194,"Turner Barber","Turner","CHC","Chicago Cubs","NL","1B","First Base","LF",369,110,".287","0.024","0.07","0","0.346","0.059",94,27,10,5,0,"26.0",9,90,"0.265",340,"0.324","50",NULL,NULL,"6","5","0.455","3","0.29","0.614","17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112067,1920,194,"Paul Carter","Paul","CHC","Chicago Cubs","NL","P","Pitcher","P",37,9,".200","0.027","0.135","0","0.2","0.086",31,3,1,1,0,"5.0",1,6,"0.171",35,"0.257","4",NULL,NULL,"0","0",NULL,"0","0.194","0.451","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112228,1920,194,"Virgil Cheeves","Virgil","CHC","Chicago Cubs","NL","P","Pitcher","P",5,0,".000","0.2","0.4","0","0.5","0",5,0,0,0,0,"2.0",1,0,"0",4,"0","0",NULL,NULL,"0","0",NULL,"0","0.2","0.2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112361,1920,194,"Sumpter Clarke","Sumpter","CHC","Chicago Cubs","NL","3B","Third Base","RF",3,1,".500","0","0.333","0",NULL,"0",1,0,0,0,0,"1.0",0,1,"0.333",3,"0.333","0",NULL,NULL,"0","0",NULL,"0","0.333","0.666","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113022,1920,194,"Tom Daly","Tom","CHC","Chicago Cubs","NL","C","Catcher","C",94,34,".333","0.021","0.064","0","0.333","0.067",44,12,6,0,0,"6.0",2,28,"0.311",90,"0.378","13",NULL,NULL,"1","1","0.5","1","0.333","0.711","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114431,1920,194,"Bernie Friberg","Bernie","CHC","Chicago Cubs","NL","2B","Second Base","3B",124,31,".255","0.048","0.161","0","0.3","0.061",50,11,5,1,0,"20.0",6,24,"0.211",114,"0.272","7",NULL,NULL,"2","2","0.5","0","0.25","0.522","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114664,1920,194,"George Gaw","George","CHC","Chicago Cubs","NL","P","Pitcher","P",4,1,".333","0","0.25","0",NULL,"0",6,1,0,0,0,"1.0",0,1,"0.25",4,"0.25","0",NULL,NULL,"0","0",NULL,"0","0.25","0.5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115760,1920,194,"Claude Hendri","Claude","CHC","Chicago Cubs","NL","P","Pitcher","P",87,18,".208","0.034","0.126","0","0.273","0.036",34,10,3,0,0,"11.0",3,15,"0.181",83,"0.217","6",NULL,NULL,"0","2","1","0","0.209","0.426","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115864,1920,194,"Buck Herzog","Buck","CHC","Chicago Cubs","NL","2B","Second Base","2B",350,72,".208","0.057","0.06","0","0.952","0.043",91,39,9,2,0,"21.0",20,59,"0.193",305,"0.236","19",NULL,NULL,"9","8","0.471","8","0.261","0.497","17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116087,1920,194,"Charlie Hollocher","Charlie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",369,117,".336","0.111","0.041","0","2.733","0.07",80,53,17,2,0,"15.0",41,96,"0.319",301,"0.389","22",NULL,NULL,"14","20","0.588","3","0.406","0.795","24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116467,1920,194,"Joe Jaeger","Joe","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",2,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116714,1920,194,"Percy Jones","Percy","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,NULL,"0","1","0",NULL,"0",4,0,0,0,0,"2.0",0,0,"0",2,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117055,1920,194,"Bill Killefer","Bill","CHC","Chicago Cubs","NL","C","Catcher","C",212,51,".226","0.038","0.024","0","1.6","0.047",62,16,7,1,0,"5.0",8,42,"0.22",191,"0.267","16",NULL,NULL,"2","2","0.5","8","0.28","0.547","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118307,1920,194,"William Marriott","William","CHC","Chicago Cubs","NL","2B","Second Base","3B",50,20,".316","0.12","0.1","0","1.2","0.186",14,7,4,2,0,"5.0",6,12,"0.279",43,"0.465","5",NULL,NULL,"1","1","0.5","0","0.367","0.832","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119741,1920,194,"Joel Newkirk","Joel","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0","0","0",NULL,"0",2,1,0,0,0,"0.0",0,0,"0",3,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123204,1920,194,"Zeb Terry","Zeb","CHC","Chicago Cubs","NL","SS","Shortstop","SS",575,183,".293","0.077","0.038","0","2","0.089",133,56,26,9,0,"22.0",44,139,"0.28",496,"0.369","52",NULL,NULL,"16","12","0.429","2","0.341","0.71","33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123518,1920,194,"Ted Turner","Ted","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",1,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123535,1920,194,"Lefty Tyler","Lefty","CHC","Chicago Cubs","NL","P","Pitcher","P",76,22,".293","0.118","0.092","0","1.286","0.077",29,6,3,1,0,"7.0",9,17,"0.262",65,"0.338","6",NULL,NULL,"0","0",NULL,"0","0.351","0.689","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114205,1921,55,"Ma Flack","Ma","CHC","Chicago Cubs","NL","RF","Outfielder","RF",615,229,".301","0.052","0.024","0.01","2.133","0.1",133,80,31,4,6,"15.0",32,172,"0.301",572,"0.4","37",NULL,NULL,"11","17","0.607","4","0.342","0.742","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115166,1921,55,"Ray Grimes","Ray","CHC","Chicago Cubs","NL","1B","First Base","1B",622,238,".350","0.113","0.088","0.01","1.273","0.128",147,91,38,6,6,"55.0",70,170,"0.321",530,"0.449","79",NULL,NULL,"8","5","0.385","6","0.406","0.855","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116917,1921,75,"John Kelleher","John","CHC","Chicago Cubs","NL","3B","Third Base","3B",341,130,".317","0.047","0.047","0.012","1","0.123",95,31,11,7,4,"16.0",16,93,"0.309",301,"0.432","47",NULL,NULL,"5","2","0.286","1","0.346","0.778","23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119947,1921,75,"Bob O'Farrell","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",281,103,".252","0.064","0.05","0.014","1.286","0.146",96,32,12,7,4,"14.0",18,65,"0.25",260,"0.396","32",NULL,NULL,"0","2","1","0","0.299","0.695","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122954,1921,75,"John Sullivan","John","CHC","Chicago Cubs","NL","LF","Outfielder","OF",274,113,".349","0.069","0.095","0.015","0.731","0.139",81,28,14,4,4,"26.0",19,79,"0.322",245,"0.461","41",NULL,NULL,"5","3","0.375","1","0.374","0.835","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113160,1921,94,"Charlie Deal","Charlie","CHC","Chicago Cubs","NL","3B","Third Base","3B",454,166,".290","0.029","0.02","0.007","1.444","0.104",115,52,19,8,3,"9.0",13,122,"0.289",422,"0.393","66",NULL,NULL,"5","3","0.375","0","0.31","0.703","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116087,1921,94,"Charlie Hollocher","Charlie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",629,214,".292","0.068","0.021","0.005","3.308","0.095",140,71,28,8,3,"13.0",43,161,"0.289",558,"0.384","37",NULL,NULL,"16","5","0.238","2","0.342","0.726","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123204,1921,125,"Zeb Terry","Zeb","CHC","Chicago Cubs","NL","2B","Second Base","SS",553,160,".283","0.049","0.034","0.004","1.421","0.053",123,59,18,1,2,"19.0",27,134,"0.275",488,"0.328","45",NULL,NULL,"13","1","0.071","4","0.318","0.646","34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110127,1921,166,"Grover Aleander","Grover","CHC","Chicago Cubs","NL","P","Pitcher","P",102,37,".346","0.02","0.127","0.01","0.154","0.084",31,8,3,1,1,"13.0",2,29,"0.305",95,"0.389","14",NULL,NULL,"1","0","0","0","0.32","0.709","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110552,1921,166,"Turner Barber","Turner","CHC","Chicago Cubs","NL","LF","Outfielder","LF",513,167,".330","0.08","0.047","0.002","1.708","0.055",127,73,14,4,1,"24.0",41,142,"0.314",452,"0.369","54",NULL,NULL,"9","5","0.357","6","0.379","0.748","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123261,1921,166,"Red Thomas","Red","CHC","Chicago Cubs","NL","CF","Outfielder","OF",36,14,".292","0.111","0.139","0.028","0.8","0.2",8,5,3,0,1,"5.0",4,8,"0.267",30,"0.467","5",NULL,NULL,"1","0","0","1","0.371","0.838","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123530,1921,166,"Babe Twombly","Babe","CHC","Chicago Cubs","NL","CF","Outfielder","OF",190,79,".396","0.058","0.053","0.005","1.1","0.074",87,22,8,1,1,"10.0",11,66,"0.377",175,"0.451","18",NULL,NULL,"6","4","0.4","0","0.414","0.865","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123677,1921,166,"Hippo Vaughn","Hippo","CHC","Chicago Cubs","NL","P","Pitcher","P",44,15,".321","0.045","0.273","0.023","0.167","0.122",17,2,2,0,1,"12.0",2,10,"0.244",41,"0.366","5",NULL,NULL,"0","0",NULL,"0","0.279","0.645","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112228,1921,246,"Virgil Cheeves","Virgil","CHC","Chicago Cubs","NL","P","Pitcher","P",53,9,".229","0.019","0.245","0","0.077","0.021",37,3,1,0,0,"13.0",1,8,"0.167",48,"0.188","0",NULL,NULL,"0","0",NULL,"0","0.184","0.372","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113022,1921,246,"Tom Daly","Tom","CHC","Chicago Cubs","NL","C","Catcher","C",153,43,".252","0.052","0.052","0","1","0.063",51,12,7,1,0,"8.0",8,34,"0.238",143,"0.301","22",NULL,NULL,"2","1","0.333","0","0.278","0.579","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113803,1921,246,"Carter Elliott","Carter","CHC","Chicago Cubs","NL","SS","Shortstop","SS",35,9,".280","0.143","0.086","0","1.667","0.071",12,5,2,0,0,"3.0",5,7,"0.25",28,"0.321","0",NULL,NULL,"0","0",NULL,"0","0.364","0.685","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114400,1921,246,"Buck Freeman","Buck","CHC","Chicago Cubs","NL","P","Pitcher","P",58,12,".423","0.052","0.466","0","0.111","0.019",38,3,1,0,0,"27.0",3,11,"0.208",53,"0.226","2",NULL,NULL,"0","0",NULL,"1","0.263","0.489","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114471,1921,246,"Oscar Fuhr","Oscar","CHC","Chicago Cubs","NL","P","Pitcher","P",1,0,NULL,"0","1","0",NULL,"0",1,0,0,0,0,"1.0",0,0,"0",1,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115445,1921,246,"Ollie Hanson","Ollie","CHC","Chicago Cubs","NL","P","Pitcher","P",3,0,".000","0","0.667","0",NULL,"0",2,0,0,0,0,"2.0",0,0,"0",3,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116714,1921,246,"Percy Jones","Percy","CHC","Chicago Cubs","NL","P","Pitcher","P",28,6,".462","0.036","0.5","0","0.071","0",32,1,0,0,0,"14.0",1,6,"0.222",27,"0.222","3",NULL,NULL,"0","0",NULL,"0","0.25","0.472","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116863,1921,246,"Tony Kaufmann","Tony","CHC","Chicago Cubs","NL","P","Pitcher","P",5,3,".500","0","0.2","0",NULL,"0.2",2,0,1,0,0,"1.0",0,2,"0.4",5,"0.6","0",NULL,NULL,"0","0",NULL,"0","0.4","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116894,1921,246,"Vic Keen","Vic","CHC","Chicago Cubs","NL","P","Pitcher","P",7,0,".000","0.143","0.429","0","0.333","0",5,0,0,0,0,"3.0",1,0,"0",5,"0","0",NULL,NULL,"0","0",NULL,"0","0.167","0.167","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117055,1921,246,"Bill Killefer","Bill","CHC","Chicago Cubs","NL","C","Catcher","C",144,44,".333","0.028","0.028","0","1","0.008",45,11,1,0,0,"4.0",4,43,"0.323",133,"0.331","16",NULL,NULL,"3","3","0.5","3","0.357","0.688","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117169,1921,246,"Joe Klugmann","Joe","CHC","Chicago Cubs","NL","2B","Second Base","2B",24,6,".316","0.042","0.083","0","0.5","0",6,3,0,0,0,"2.0",1,6,"0.286",21,"0.286","2",NULL,NULL,"1","0","0","1","0.348","0.634","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118180,1921,246,"George Maisel","George","CHC","Chicago Cubs","NL","CF","Outfielder","CF",427,133,".321","0.026","0.03","0","0.846","0.028",112,54,7,2,0,"13.0",11,122,"0.31",393,"0.338","43",NULL,NULL,"7","17","0.708","3","0.334","0.672","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118307,1921,246,"William Marriott","William","CHC","Chicago Cubs","NL","2B","Second Base","3B",44,15,".324","0.091","0.023","0","4","0.079",30,3,1,1,0,"1.0",4,12,"0.316",38,"0.395","7",NULL,NULL,"1","0","0","0","0.381","0.776","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118335,1921,246,"Speed Martin","Speed","CHC","Chicago Cubs","NL","P","Pitcher","P",76,23,".298","0.013","0.211","0","0.063","0.082",37,2,4,1,0,"16.0",1,17,"0.233",73,"0.315","6",NULL,NULL,"0","1","1","0","0.243","0.558","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120663,1921,246,"Elmer Ponder","Elmer","CHC","Chicago Cubs","NL","P","Pitcher","P",45,5,".148","0","0.356","0",NULL,"0.023",24,0,1,0,0,"16.0",0,4,"0.093",43,"0.116","2",NULL,NULL,"0","0",NULL,"0","0.093","0.209","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122902,1921,246,"George Stueland","George","CHC","Chicago Cubs","NL","P","Pitcher","P",3,1,"1.000","0","0.667","0",NULL,"0",2,0,0,0,0,"2.0",0,1,"0.333",3,"0.333","1",NULL,NULL,"0","0",NULL,"0","0.333","0.666","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123535,1921,246,"Lefty Tyler","Lefty","CHC","Chicago Cubs","NL","P","Pitcher","P",28,8,".286","0.036","0.179","0","0.2","0.077",19,4,2,0,0,"5.0",1,6,"0.231",26,"0.308","2",NULL,NULL,"0","0",NULL,"0","0.259","0.567","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123940,1921,246,"Hooks Warner","Hooks","CHC","Chicago Cubs","NL","3B","Third Base","3B",41,9,".216","0.049","0.024","0","2","0.026",14,4,1,0,0,"1.0",2,8,"0.211",38,"0.237","3",NULL,NULL,"1","1","0.5","1","0.268","0.505","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124468,1921,246,"Kettle Wirts","Kettle","CHC","Chicago Cubs","NL","C","Catcher","C",11,2,".250","0","0.273","0",NULL,"0",7,0,0,0,0,"3.0",0,2,"0.182",11,"0.182","1",NULL,NULL,"0","0",NULL,"0","0.182","0.364","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124675,1921,246,"James York","James","CHC","Chicago Cubs","NL","P","Pitcher","P",44,6,".185","0.023","0.273","0","0.083","0.026",40,2,1,0,0,"12.0",1,5,"0.128",39,"0.154","5",NULL,NULL,"0","0",NULL,"1","0.171","0.325","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115166,1922,16,"Ray Grimes","Ray","CHC","Chicago Cubs","NL","1B","First Base","1B",596,291,".359","0.126","0.055","0.023","2.273","0.218",138,99,45,12,14,"33.0",75,180,"0.354",509,"0.572","99",NULL,NULL,"7","7","0.5","6","0.442","1.014","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119095,1922,20,"Laurence Miller","Laurence","CHC","Chicago Cubs","NL","LF","Outfielder","LF",500,238,".366","0.052","0.078","0.024","0.667","0.159",122,61,28,5,12,"39.0",26,164,"0.352",466,"0.511","78",NULL,NULL,"3","3","0.5","2","0.389","0.9","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117336,1922,89,"Marty Krug","Marty","CHC","Chicago Cubs","NL","3B","Third Base","3B",524,167,".298","0.082","0.082","0.008","1","0.096",127,67,23,4,4,"43.0",43,124,"0.276",450,"0.371","60",NULL,NULL,"9","7","0.438","3","0.343","0.714","28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
